PeakID (cmd=annotatePeaks.pl PLACseq_anchor2.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
1642	chr7	34350001	34400000	+	0	NA	intron (NM_001360656, intron 2 of 9)	intron (NM_001360656, intron 2 of 9)	14705	NM_001360655	67070	Mm.276503	NM_025948	ENSMUSG00000066568	Lsm14a	2700023B17Rik|AA407828|AU017544|Tral|mRAP55A	LSM14A mRNA processing body assembly factor	protein-coding
357	chr15	37000001	37050000	+	0	NA	Intergenic	PB1D10|SINE|Alu	-17598	NM_026521	68036	Mm.371631	NM_026521	ENSMUSG00000062397	Zfp706	3110006P09Rik|AA793007|AW536850|C77232|Znf706	zinc finger protein 706	protein-coding
1664	chr7	75050001	75100000	+	0	NA	non-coding (NR_131122, exon 8 of 8)	non-coding (NR_131122, exon 8 of 8)	44789	NR_131122	75205	Mm.399304	NR_131122	ENSMUSG00000108803	4930533N22Rik	Gm44904	RIKEN cDNA 4930533N22 gene	ncRNA
945	chr9	65250001	65300000	+	0	NA	intron (NM_001364527, intron 9 of 10)	B2_Mm2|SINE|B2	9820	NM_173385	214425	Mm.138455	NM_173385	ENSMUSG00000042254	Cilp	9830114D16|C130036G17Rik|CILP-1	cartilage intermediate layer protein, nucleotide pyrophosphohydrolase	protein-coding
413	chr16	12050001	12100000	+	0	NA	intron (NM_028277, intron 2 of 4)	intron (NM_028277, intron 2 of 4)	90887	NM_028277	72555	Mm.310139	NM_028277	ENSMUSG00000022494	Shisa9	2700045P11Rik|Ckamp44	shisa family member 9	protein-coding
1415	chr10	53500001	53550000	+	0	NA	Intergenic	ORR1C2|LTR|ERVL-MaLR	-6011	NR_037973	100502868	Mm.297722	NR_037973	ENSMUSG00000112739	Gm20597	B230314j19	predicted gene, 20597	ncRNA
571	chr12	112450001	112500000	+	0	NA	Intergenic	Intergenic	-14448	NM_177039	319942	Mm.185209	NM_177039	ENSMUSG00000043122	A530016L24Rik	Nrac	RIKEN cDNA A530016L24 gene	protein-coding
404	chr15	98950001	99000000	+	0	NA	Intergenic	ORR1A1|LTR|ERVL-MaLR	-10965	NR_045991	75951	Mm.441657	NR_045991	ENSMUSG00000097587	4930578M01Rik	3010001K12Rik	RIKEN cDNA 4930578M01 gene	ncRNA
16	chr19	18700001	18750000	+	0	NA	Intergenic	B2_Mm2|SINE|B2	11764	NM_177640	225995	Mm.28101	NM_177640	ENSMUSG00000047044	D030056L22Rik	-	RIKEN cDNA D030056L22 gene	protein-coding
1508	chr6	54200001	54250000	+	0	NA	intron (NM_001163640, intron 6 of 12)	intron (NM_001163640, intron 6 of 12)	-39858	NM_001311133	69993	Mm.321147	NM_023543	ENSMUSG00000004633	Chn2	1700026N20Rik|4930557O16Rik|ARHGAP3|Bch	chimerin 2	protein-coding
1262	chr3	116800001	116850000	+	0	NA	Intergenic	Intergenic	-16834	NM_001362367	77559	Mm.237099	NM_001081326	ENSMUSG00000033400	Agl	1110061O17Rik|9430004C13Rik|9630046L06Rik|AI850929|C77197	amylo-1,6-glucosidase, 4-alpha-glucanotransferase	protein-coding
556	chr12	91750001	91800000	+	0	NA	intron (NM_175367, intron 1 of 6)	intron (NM_175367, intron 1 of 6)	11436	NM_175367	108800	Mm.23125	NM_175367	ENSMUSG00000020961	Ston2	4933401N24Rik|AI425999|AW544599	stonin 2	protein-coding
1141	chr14	55400001	55450000	+	0	NA	Intergenic	Intergenic	-53758	NM_001037938	28200	Mm.27427	NM_030686	ENSMUSG00000022210	Dhrs4	AI043103|AI790593|CR|D14Ucla2|NDRD|PHCR|PSCD|RRD|mouNRDR	dehydrogenase/reductase (SDR family) member 4	protein-coding
723	chrX	4550001	4600000	+	0	NA	Intergenic	ERVB3_1-I_MM-int|LTR|ERVK	59411	NR_040410	546185	Mm.359482	NR_040410		Gm5925	EG546185	germ cell-less homolog 1 family pseudogene	pseudo
56	chr17	18550001	18600000	+	0	NA	Intergenic	Intergenic	-6727	NM_001104547	433070	Mm.215962	NM_001104547	ENSMUSG00000091679	Vmn2r96	EG433070	vomeronasal 2, receptor 96	protein-coding
715	chr2	173550001	173600000	+	0	NA	intron (NM_001199955, intron 1 of 1)	intron (NM_001199955, intron 1 of 1)	3273	NM_001199955	70065	Mm.425115	NM_027303	ENSMUSG00000027517	Ankrd60	1700019A24Rik|1700030G11Rik	ankyrin repeat domain 60	protein-coding
1747	chr4	47300001	47350000	+	0	NA	Intergenic	Intergenic	-28222	NM_001312868	21812	Mm.197552	NM_009370	ENSMUSG00000007613	Tgfbr1	ALK5|AU017191|Alk-5|ESK2|TGFR-1|TbetaR-I|TbetaRI	transforming growth factor, beta receptor I	protein-coding
1034	chr13	42200001	42250000	+	0	NA	Intergenic	L2a|LINE|L2	-76476	NM_010104	13614	Mm.14543	NM_010104	ENSMUSG00000021367	Edn1	ET-1|PPET1|preproET	endothelin 1	protein-coding
1190	chr3	35450001	35500000	+	0	NA	Intergenic	Intergenic	191163	NR_040748	625963	Mm.251506	NR_040748	ENSMUSG00000105662	Gm6639	-	predicted gene 6639	ncRNA
317	chr18	67250001	67300000	+	0	NA	Intergenic	(TA)n|Simple_repeat|Simple_repeat	-14247	NM_053261	114663	Mm.34079	NM_053261	ENSMUSG00000024525	Impa2	2210415D20Rik|AI326924|AW259601|IMP 2|IMPase 2	inositol (myo)-1(or 4)-monophosphatase 2	protein-coding
923	chr9	46150001	46200000	+	0	NA	intron (NM_027498, intron 4 of 24)	Lx9|LINE|L1	-53630	NM_009692	11806	Mm.26743	NM_009692	ENSMUSG00000032083	Apoa1	Alp-1|Apoa-1|Brp-14|Ltw-1|Lvtw-1|Sep-1|Sep-2|Sep2|apo-AI|apoA-I	apolipoprotein A-I	protein-coding
1432	chr10	78150001	78200000	+	0	NA	intron (NM_029546, intron 16 of 20)	intron (NM_029546, intron 16 of 20)	-5245	NM_138601	28295	Mm.268691	NM_138601	ENSMUSG00000053329	Gatd3a	C21orf33|D10Jhu81e|ES1	glutamine amidotransferase like class 1 domain containing 3A	protein-coding
1417	chr10	59850001	59900000	+	0	NA	Intergenic	B1_Mur4|SINE|Alu	-4591	NM_019965	56709	Mm.103610	NM_019965	ENSMUSG00000020109	Dnajb12	Dj10|mDj10	DnaJ heat shock protein family (Hsp40) member B12	protein-coding
1359	chr8	126900001	126950000	+	0	NA	Intergenic	Intergenic	20921	NM_024214	67952	Mm.6932	NM_024214	ENSMUSG00000093904	Tomm20	1810060K07Rik|BB284719|Gm19268|MAS20|MOM19|TOM20|mKIAA0016	translocase of outer mitochondrial membrane 20	protein-coding
1438	chr10	84400001	84450000	+	0	NA	intron (NM_001004363, intron 1 of 6)	intron (NM_001004363, intron 1 of 6)	15668	NM_001004363	77976	Mm.25874	NM_001004363	ENSMUSG00000020032	Nuak1	AU014801|AW494241|B230104P22Rik|Omphk1	NUAK family, SNF1-like kinase, 1	protein-coding
83	chr17	50750001	50800000	+	0	NA	intron (NM_028162, intron 18 of 21)	intron (NM_028162, intron 18 of 21)	76319	NM_001297747	12228	Mm.392910	NM_009770	ENSMUSG00000022863	Btg3	ANA|tob5	B cell translocation gene 3	protein-coding
1090	chr13	109200001	109250000	+	0	NA	intron (NM_011056, intron 3 of 16)	L1Md_F2|LINE|L1	-99744	NR_030644	100124489		NR_030644	ENSMUSG00000076946	Mir582	Mirn582|mir-582|mmu-mir-582	microRNA 582	ncRNA
728	chrX	6150001	6200000	+	0	NA	Intergenic	Lx2B2|LINE|L1	-2009	NM_001031664	102954	Mm.426101	NM_001031664	ENSMUSG00000073293	Nudt10	AI853080|DIPP3-beta|Dipp3a|Dipp3b|Nudt11	nudix (nucleoside diphosphate linked moiety X)-type motif 10	protein-coding
1870	chr5	95000001	95050000	+	0	NA	intron (NR_044992, intron 3 of 3)	intron (NR_044992, intron 3 of 3)	36374	NR_044992	622894	Mm.380053	NR_044992	ENSMUSG00000096742	Gm6367	EG622894	predicted gene 6367	pseudo
616	chr2	35100001	35150000	+	0	NA	intron (NM_012018, intron 7 of 43)	intron (NM_012018, intron 7 of 43)	-7234	NM_001290635	26920	Mm.231332	NM_012018	ENSMUSG00000057110	Cntrl	6720467O09Rik|AA968343|Cep1|Cep110|IB3/5|Ma2a8|b2b1468.1Clo|b2b1468Clo	centriolin	protein-coding
478	chr16	84800001	84850000	+	0	NA	3' UTR (NM_023844, exon 10 of 10)	3' UTR (NM_023844, exon 10 of 10)	9976	NM_001358499	11957	Mm.353	NM_016755	ENSMUSG00000022890	Atp5j	Atp5pf|CF6	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F	protein-coding
41	chr19	56750001	56800000	+	0	NA	Intergenic	Intergenic	47199	NM_170757	213993	Mm.469677	NM_170757	ENSMUSG00000035173	Ccdc186	1810028B20Rik|A630007B06Rik|AI159700|Otg1	coiled-coil domain containing 186	protein-coding
1696	chr7	114750001	114800000	+	0	NA	intron (NM_173767, intron 2 of 12)	intron (NM_173767, intron 2 of 12)	29234	NM_173767	233752	Mm.83037	NM_173767	ENSMUSG00000048782	Insc	3830422K02Rik|C730020D23	INSC spindle orientation adaptor protein	protein-coding
750	chrX	49300001	49350000	+	0	NA	Intergenic	Intergenic	-36758	NM_145951	209224	Mm.327730	NM_145951	ENSMUSG00000031109	Enox2	APK1|Cova1|tNOX	ecto-NOX disulfide-thiol exchanger 2	protein-coding
1845	chr5	64800001	64850000	+	0	NA	intron (NM_008453, intron 4 of 5)	intron (NM_008453, intron 4 of 5)	21477	NM_008453	16599	Mm.392759	NM_008453	ENSMUSG00000029178	Klf3	9930027G08Rik|AL024007|Bklf|Tef-2	Kruppel-like factor 3 (basic)	protein-coding
1082	chr13	101750001	101800000	+	0	NA	Intergenic	RLTR20B3|LTR|ERVK	-6783	NM_001077495	18708	Mm.259333	NM_001024955	ENSMUSG00000041417	Pik3r1	PI3K|p50alpha|p55alpha|p85alpha	phosphoinositide-3-kinase regulatory subunit 1	protein-coding
999	chr13	9800001	9850000	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	-59679	NM_001199141	66505	Mm.397307	NM_144516	ENSMUSG00000021156	Zmynd11	2210402G22Rik|BS69	zinc finger, MYND domain containing 11	protein-coding
720	chr2	178000001	178050000	+	0	NA	intron (NM_001177400, intron 1 of 2)	intron (NM_001177400, intron 1 of 2)	1716	NM_001177399	626848	Mm.422604	NM_001177399	ENSMUSG00000074519	Zfp971	Etohi1	zinc finger protein 971	protein-coding
1641	chr7	33000001	33050000	+	0	NA	Intergenic	Intergenic	31552	NM_001281524	668526	Mm.326965	NM_001281524	ENSMUSG00000098094	Scgb2b17	Abpbg17|EG668526|Gm9223	secretoglobin, family 2B, member 17	protein-coding
684	chr2	150100001	150150000	+	0	NA	intron (NM_181266, intron 1 of 3)	L1_Mus3|LINE|L1	11678	NM_023266	104348	Mm.485851	NM_023266	ENSMUSG00000068134	Zfp120	AI315103|E030042N05Rik|F80|MZF31|Zfp844	zinc finger protein 120	protein-coding
1271	chr3	131200001	131250000	+	0	NA	TTS (NM_001276402)	TTS (NM_001276402)	47101	NM_008212	15107	Mm.260164	NM_008212	ENSMUSG00000027984	Hadh	AA409008|AU019341|AW742602|HCDH|Hadhsc|Schad	hydroxyacyl-Coenzyme A dehydrogenase	protein-coding
1877	chr5	107300001	107350000	+	0	NA	Intergenic	L1_Mus3|LINE|L1	-6194	NM_054054	114642	Mm.182836	NM_054054	ENSMUSG00000029279	Brdt	7420412D09Rik|Brd6|Fsrg3	bromodomain, testis-specific	protein-coding
1511	chr6	57550001	57600000	+	0	NA	Intergenic	L1_Mur3|LINE|L1	-5992	NM_025992	67138	Mm.297393	NM_025992	ENSMUSG00000029798	Herc6	1700121D12Rik|2510038N07Rik|4930427L17Rik|AI451296|CEB1|Herc5	hect domain and RLD 6	protein-coding
391	chr15	81200001	81250000	+	0	NA	Intergenic	(TG)n|Simple_repeat|Simple_repeat	-10499	NM_145132	207911	Mm.323523	NM_145132	ENSMUSG00000050164	Mchr1	AW049955|Gpr24|Mch1r	melanin-concentrating hormone receptor 1	protein-coding
265	chr1	189650001	189700000	+	0	NA	intron (NM_001081363, intron 7 of 17)	PB1D10|SINE|Alu	13086	NM_001081363	108000	Mm.129746	NM_001081363	ENSMUSG00000026605	Cenpf	6530404A22Rik|AI325968|CENF|Lek1|PRO1779|mitosin	centromere protein F	protein-coding
435	chr16	30200001	30250000	+	0	NA	Intergenic	Intergenic	42532	NM_027904	71756	Mm.290614	NM_027904	ENSMUSG00000023176	Cpn2	1300018K11Rik	carboxypeptidase N, polypeptide 2	protein-coding
1473	chr6	5550001	5600000	+	0	NA	Intergenic	Intergenic	-78722	NM_013743	27273	Mm.235547	NM_013743	ENSMUSG00000019577	Pdk4	AV005916	pyruvate dehydrogenase kinase, isoenzyme 4	protein-coding
1881	chr5	112150001	112200000	+	0	NA	Intergenic	Intergenic	-31763	NR_045377	75569	Mm.243721	NR_045377	ENSMUSG00000101683	1700028D13Rik	-	RIKEN cDNA 1700028D13 gene	ncRNA
1452	chr10	95850001	95900000	+	0	NA	Intergenic	Lx4A|LINE|L1	-65663	NM_001001932	216238	Mm.210035	NM_001001932	ENSMUSG00000036499	Eea1	A430109M19Rik|B230358H09Rik|ZFYVE2	early endosome antigen 1	protein-coding
1315	chr8	56450001	56500000	+	0	NA	intron (NR_131020, intron 1 of 2)	intron (NR_131020, intron 1 of 2)	9968	NR_131020	75123	Mm.72666	NR_131020	ENSMUSG00000110310	4930518J21Rik	-	RIKEN cDNA 4930518J21 gene	ncRNA
712	chr2	170250001	170300000	+	0	NA	Intergenic	ORR1C1|LTR|ERVL-MaLR	-80947	NR_157067	100502923	Mm.44078	NR_157067	ENSMUSG00000097514	Gm17619	-	predicted gene, 17619	ncRNA
31	chr19	37350001	37400000	+	0	NA	Intergenic	B3A|SINE|B2	-1382	NM_010615	16551	Mm.42203	NM_010615	ENSMUSG00000012443	Kif11	Eg5|Kif8|Kifl1|Knsl1	kinesin family member 11	protein-coding
995	chr9	124100001	124150000	+	0	NA	exon (NM_009917, exon 2 of 2)	exon (NM_009917, exon 2 of 2)	3457	NM_009917	12774	Mm.14302	NM_009917	ENSMUSG00000079227	Ccr5	AM4-7|CD195|Cmkbr5	chemokine (C-C motif) receptor 5	protein-coding
1782	chr4	122250001	122300000	+	0	NA	Intergenic	BGLII|LTR|ERVK	-414259	NM_023865	77432	Mm.491436	NM_023865	ENSMUSG00000023263	9530002B09Rik	Aump|Vpp1|Vppl	RIKEN cDNA 9530002B09 gene	protein-coding
128	chr1	34850001	34900000	+	0	NA	intron (NM_001357425, intron 8 of 8)	intron (NM_001357425, intron 8 of 8)	25011	NM_001357425	226971	Mm.292751	NM_145516	ENSMUSG00000026123	Plekhb2	2310009M15Rik|AU018239|Evt2|Phdc|evt-2	pleckstrin homology domain containing, family B (evectins) member 2	protein-coding
1199	chr3	53000001	53050000	+	0	NA	Intergenic	Lx9|LINE|L1	-7777	NM_026225	67542	Mm.249548	NM_026225	ENSMUSG00000027742	Cog6	4933405E16Rik|AU018618|mKIAA1134	component of oligomeric golgi complex 6	protein-coding
950	chr9	72150001	72200000	+	0	NA	Intergenic	Intergenic	-63181	NM_011544	21406	Mm.171615	NM_011544	ENSMUSG00000032228	Tcf12	A130037E08Rik|ALF1|HEB|HEBAlt|HTF-4|HTF4|ME1|REB|bHLHb20	transcription factor 12	protein-coding
1069	chr13	86000001	86050000	+	0	NA	Intergenic	Lx|LINE|L1	21795	NM_007749	12867	Mm.378898	NM_007749	ENSMUSG00000017778	Cox7c	COXVIIc|Cox7c1	cytochrome c oxidase subunit 7C	protein-coding
1888	chr5	117250001	117300000	+	0	NA	TTS (NM_001199685)	TTS (NM_001199685)	12564	NM_018858	23980	Mm.195898	NM_018858	ENSMUSG00000032959	Pebp1	HCNP|Pbp|Pbp1|Pbpr|Rkip	phosphatidylethanolamine binding protein 1	protein-coding
1869	chr5	95250001	95300000	+	0	NA	Intergenic	Intergenic	-30923	NM_001270456	100041296	Mm.389635	NM_001270456	ENSMUSG00000079424	Gm3259	-	predicted gene 3259	protein-coding
643	chr2	71800001	71850000	+	0	NA	intron (NM_008397, intron 5 of 25)	intron (NM_008397, intron 5 of 25)	38061	NM_001277970	16403	Mm.225096	NM_008397	ENSMUSG00000027111	Itga6	5033401O05Rik|AI115430|Cd49f|VLA-6	integrin alpha 6	protein-coding
1079	chr13	97900001	97950000	+	0	NA	intron (NM_012026, intron 35 of 35)	ID_B1|SINE|B4	173888	NR_152263	111365222	Mm.440079	NR_152263		Eyelinc18	-	uncharacterized EyeLinc18	ncRNA
842	chr11	75150001	75200000	+	0	NA	TTS (NM_027136)	TTS (NM_027136)	1318	NR_029546	387150		NR_029546	ENSMUSG00000065537	Mir132	Mirn132|mir-132|mmu-mir-132	microRNA 132	ncRNA
43	chr19	60150001	60200000	+	0	NA	Intergenic	Intergenic	30325	NR_026942	107376	Mm.245813	NR_026942	ENSMUSG00000053117	E330013P04Rik	9930018I18Rik|AW492152	RIKEN cDNA E330013P04 gene	ncRNA
922	chr9	45350001	45400000	+	0	NA	intron (NM_022004, intron 1 of 7)	intron (NM_022004, intron 1 of 7)	4815	NM_022004	59095	Mm.208287	NM_022004	ENSMUSG00000066705	Fxyd6	0610030I18Rik|Php	FXYD domain-containing ion transport regulator 6	protein-coding
1866	chr5	91950001	92000000	+	0	NA	Intergenic	MLT1A1|LTR|ERVL-MaLR	-11932	NM_001271797	68098	Mm.159453	NM_026557	ENSMUSG00000029397	Rchy1	ARNIP|CHIMP|Pirh2|Zfp363|Znf363	ring finger and CHY zinc finger domain containing 1	protein-coding
103	chr17	73750001	73800000	+	0	NA	Intergenic	MTD|LTR|ERVL-MaLR	-29841	NM_020578	57440	Mm.18526	NM_020578	ENSMUSG00000024065	Ehd3	Ehd2	EH-domain containing 3	protein-coding
570	chr12	111550001	111600000	+	0	NA	promoter-TSS (NR_045295)	promoter-TSS (NR_045295)	479	NM_001370744	17169	Mm.260504	NM_021516	ENSMUSG00000007411	Mark3	1600015G02Rik|A430080F22Rik|C-TAK1|ETK-1|ETK1|Emk2|MPK10	MAP/microtubule affinity regulating kinase 3	protein-coding
165	chr1	62900001	62950000	+	0	NA	Intergenic	IMPB_01|Satellite|Satellite	-130268	NR_040601	74992	Mm.401979	NR_040601		4930487H11Rik	-	RIKEN cDNA 4930487H11 gene	ncRNA
970	chr9	96450001	96500000	+	0	NA	intron (NM_001311135, intron 1 of 2)	B3A|SINE|B2	3675	NM_011279	19823	Mm.28235	NM_011279	ENSMUSG00000051234	Rnf7	Rbx2|SAG	ring finger protein 7	protein-coding
418	chr16	15600001	15650000	+	0	NA	intron (NM_008565, intron 15 of 15)	RSINE1|SINE|B4	12400	NM_008565	17217	Mm.1500	NM_008565	ENSMUSG00000022673	Mcm4	19G|AI325074|AU045576|Cdc21|Mcmd4|mKIAA4003|mcdc21	minichromosome maintenance complex component 4	protein-coding
920	chr9	45600001	45650000	+	0	NA	intron (NM_001081270, intron 3 of 32)	intron (NM_001081270, intron 3 of 32)	-193768	NR_040732	74602	Mm.394117	NR_040732	ENSMUSG00000097074	4833428L15Rik	-	RIKEN cDNA 4833428L15 gene	ncRNA
182	chr1	81250001	81300000	+	0	NA	intron (NM_001356399, intron 6 of 6)	intron (NM_001356399, intron 6 of 6)	197593	NM_001356397	241134	Mm.313904	NM_172849	ENSMUSG00000054976	Nyap2	9430031J16Rik|Jr6|Kiaa1486	neuronal tyrosine-phophorylated phosphoinositide 3-kinase adaptor 2	protein-coding
1323	chr8	70500001	70550000	+	0	NA	Intergenic	B3|SINE|B2	-1820	NM_029366	75620	Mm.482129	NM_029366	ENSMUSG00000055553	Kxd1	0610030B01Rik|2810422J05Rik|C78305	KxDL motif containing 1	protein-coding
344	chr15	9700001	9750000	+	0	NA	intron (NM_001305042, intron 5 of 36)	intron (NM_001305042, intron 5 of 36)	23868	NM_001305042	320277	Mm.127822	NM_177123	ENSMUSG00000072663	Spef2	C230086A09Rik	sperm flagellar 2	protein-coding
279	chr18	10750001	10800000	+	0	NA	intron (NM_001364997, intron 10 of 21)	intron (NM_001364997, intron 10 of 21)	7976	NR_029547	387151		NR_029547	ENSMUSG00000065399	Mir133a-1	Mirn133|Mirn133a-1|mir-133a-1	microRNA 133a-1	ncRNA
1720	chr7	145200001	145250000	+	0	NA	intron (NR_132644, intron 24 of 24)	intron (NR_132644, intron 24 of 24)	-16881	NM_001369202	100040049	Mm.102235	NM_001369202	ENSMUSG00000109305	Smim38	1810010D01Rik|Gm2572	small integral membrane protein 38	protein-coding
162	chr1	60850001	60900000	+	0	NA	Intergenic	MER63A|DNA|hAT-Blackjack	-34025	NM_009843	12477	Mm.390	NM_009843	ENSMUSG00000026011	Ctla4	Cd152|Ctla-4|Ly-56	cytotoxic T-lymphocyte-associated protein 4	protein-coding
1637	chr7	32000001	32050000	+	0	NA	Intergenic	L1Md_F3|LINE|L1	186142	NM_001310657	100043842		NM_001310657	ENSMUSG00000099729	Scgb2b11	Abpbg11|Gm4687	secretoglobin, family 2B, member 11	protein-coding
806	chr11	20050001	20100000	+	0	NA	intron (NM_146243, intron 7 of 8)	(CA)n|Simple_repeat|Simple_repeat	37951	NM_146243	66713	Mm.259045	NM_146243	ENSMUSG00000020152	Actr2	4921510D23Rik|AA409782|Arp2|D6Ertd746e	ARP2 actin-related protein 2	protein-coding
1246	chr3	101800001	101850000	+	0	NA	intron (NM_172295, intron 3 of 6)	intron (NM_172295, intron 3 of 6)	11223	NM_172295	242125	Mm.32900	NM_172295	ENSMUSG00000044313	Mab21l3	-	mab-21-like 3	protein-coding
582	chr2	6450001	6500000	+	0	NA	Intergenic	Intergenic	122264	NM_181399	98910	Mm.40673	NM_181399	ENSMUSG00000039046	Usp6nl	AI316785|RNTRE|TRE2NL|mKIAA0019	USP6 N-terminal like	protein-coding
630	chr2	57250001	57300000	+	0	NA	intron (NM_001145820, intron 2 of 16)	intron (NM_001145820, intron 2 of 16)	36618	NM_010274	14571	Mm.3711	NM_010274	ENSMUSG00000026827	Gpd2	AA408484|AI448216|AU021455|AW494132|GPDH|Gdm1|Gpd-m|Gpdh-m|TISP38	glycerol phosphate dehydrogenase 2, mitochondrial	protein-coding
1276	chr3	137700001	137750000	+	0	NA	Intergenic	Lx5|LINE|L1	58615	NR_105801	102466638		NR_105801	ENSMUSG00000099011	Mir6380	Gm27356|mmu-mir-6380	microRNA 6380	ncRNA
813	chr11	30100001	30150000	+	0	NA	exon (NM_009260, exon 18 of 31)	exon (NM_009260, exon 18 of 31)	73257	NM_009260	20742	Mm.123110	NM_009260	ENSMUSG00000020315	Sptbn1	9930031C03Rik|AL033301|SPTB2|Spnb-2|Spnb2|elf1|elf3|mKIAA4049	spectrin beta, non-erythrocytic 1	protein-coding
1065	chr13	75850001	75900000	+	0	NA	intron (NM_028493, intron 11 of 11)	intron (NM_028493, intron 11 of 11)	35114	NM_053108	93692	Mm.25844	NM_053108	ENSMUSG00000021591	Glrx	C86710|D13Wsu156e|Glrx1|Grx1|TTase	glutaredoxin	protein-coding
553	chr12	89350001	89400000	+	0	NA	intron (NM_172544, intron 8 of 19)	intron (NM_172544, intron 8 of 19)	421610	NM_172544	18191	Mm.425766	NM_172544	ENSMUSG00000066392	Nrxn3	-	neurexin III	protein-coding
1798	chr4	138800001	138850000	+	0	NA	intron (NM_001122954, intron 1 of 5)	Lx5c|LINE|L1	-5743	NM_011110	18784	Mm.486532	NM_011110	ENSMUSG00000041193	Pla2g5	PLA2|sPLA2	phospholipase A2, group V	protein-coding
396	chr15	84600001	84650000	+	0	NA	Intergenic	MER20|DNA|hAT-Charlie	-38206	NM_001346662	109270	Mm.291372	NM_146061	ENSMUSG00000036106	Prr5	AU043908|Arhgap8|C030017C09Rik|C78947|Protor-1|Protor1	proline rich 5 (renal)	protein-coding
1905	chr5	137750001	137800000	+	0	NA	Intergenic	B3|SINE|B2	-3904	NM_027242	69871	Mm.276058	NM_027242	ENSMUSG00000029725	Ppp1r35	2010007H12Rik|2010011D20Rik|AL024004	protein phosphatase 1, regulatory subunit 35	protein-coding
1562	chr6	121200001	121250000	+	0	NA	intron (NM_017379, intron 4 of 4)	intron (NM_017379, intron 4 of 4)	14266	NM_017379	53857	Mm.32884	NM_017379	ENSMUSG00000030137	Tuba8	-	tubulin, alpha 8	protein-coding
420	chr16	16100001	16150000	+	0	NA	intron (NM_001355731, intron 3 of 18)	L1_Mus3|LINE|L1	21851	NM_146068	224008	Mm.244703	NM_146068	ENSMUSG00000041974	Spidr	2310008H04Rik|Kiaa0146	scaffolding protein involved in DNA repair	protein-coding
307	chr18	60950001	61000000	+	0	NA	intron (NM_177407, intron 14 of 17)	intron (NM_177407, intron 14 of 17)	11446	NM_001286809	12322	Mm.131530	NM_009792	ENSMUSG00000024617	Camk2a	CaMKII|R74975|mKIAA0968	calcium/calmodulin-dependent protein kinase II alpha	protein-coding
428	chr16	22550001	22600000	+	0	NA	intron (NM_138650, intron 11 of 24)	intron (NM_138650, intron 11 of 24)	-30326	NR_105781	102465962		NR_105781	ENSMUSG00000098448	Mir6362	Gm27812|mmu-mir-6362	microRNA 6362	ncRNA
1510	chr6	55150001	55200000	+	0	NA	promoter-TSS (NM_009349)	promoter-TSS (NM_009349)	-10	NM_009349	21743	Mm.299	NM_009349	ENSMUSG00000003477	Inmt	Temt	indolethylamine N-methyltransferase	protein-coding
1424	chr10	67200001	67250000	+	0	NA	exon (NM_001242396, exon 9 of 25)	exon (NM_001242396, exon 9 of 25)	39250	NM_001242396	108829	Mm.23846	NM_207221	ENSMUSG00000037876	Jmjd1c	5430433L24Rik|D630035I23Rik|Jmjdic|TRIP8	jumonji domain containing 1C	protein-coding
854	chr11	87850001	87900000	+	0	NA	intron (NM_007946, intron 2 of 12)	intron (NM_007946, intron 2 of 12)	536	NM_007946	13861	Mm.1315	NM_007946	ENSMUSG00000052234	Epx	EPO	eosinophil peroxidase	protein-coding
351	chr15	25950001	26000000	+	0	NA	Intergenic	Intergenic	-9366	NM_144523	52521	Mm.29145	NM_144523	ENSMUSG00000052253	Zfp622	1110033B05Rik|D15Ertd806e|ZPR9|Znf622	zinc finger protein 622	protein-coding
735	chrX	20800001	20850000	+	0	NA	Intergenic	RMER4A|LTR|ERVK	-23543	NM_009703	11836	Mm.220946	NM_009703	ENSMUSG00000001127	Araf	1200013E08Rik|A-Raf|AW495444|Araf1	Araf proto-oncogene, serine/threonine kinase	protein-coding
297	chr18	39100001	39150000	+	0	NA	intron (NM_175164, intron 8 of 22)	B4|SINE|B4	131855	NM_175164	71302	Mm.329396	NM_175164	ENSMUSG00000036452	Arhgap26	1810044B20Rik|2610010G17Rik|4933432P15Rik|AI853435|mKIAA0621	Rho GTPase activating protein 26	protein-coding
885	chr11	116450001	116500000	+	0	NA	intron (NM_026364, intron 7 of 9)	ID_B1|SINE|B4	15346	NM_026364	67763	Mm.25125	NM_026364	ENSMUSG00000015869	Prpsap1	5730409F23Rik|PAP39	phosphoribosyl pyrophosphate synthetase-associated protein 1	protein-coding
1170	chr14	118950001	119000000	+	0	NA	intron (NM_008929, intron 9 of 11)	intron (NM_008929, intron 9 of 11)	37068	NM_008929	100037258	Mm.12616	NM_008929	ENSMUSG00000022136	Dnajc3	AA408985|AU067833|Dnajc3a|Dnajc3b|Prkri|mp58|p58|p58IPK	DnaJ heat shock protein family (Hsp40) member C3	protein-coding
